iris,FT_Transformer,0.964,0.964,0.964,0.000,0.000,nan
iris,PseudoLabel,0.944,0.947,0.942,0.001,0.002,-0.878
iris,PiModel,0.941,0.938,0.938,0.003,0.003,0.414
iris,ICT,0.942,0.942,0.942,0.000,0.000,nan
iris,UDA,0.943,0.942,0.938,0.004,0.005,0.213
iris,FixMatch,0.943,0.938,0.938,0.002,0.002,0.924
iris,FlexMatch,0.950,0.956,0.938,0.008,0.011,0.109
iris,SoftMatch,0.941,0.920,0.920,0.006,0.008,0.884
wine,FT_Transformer,0.949,0.949,0.949,0.000,0.000,nan
wine,PseudoLabel,0.947,0.953,0.942,0.007,0.008,-0.427
wine,PiModel,0.954,0.959,0.949,0.003,0.003,-0.883
wine,ICT,0.963,0.963,0.963,0.000,0.000,nan
wine,UDA,0.955,0.973,0.939,0.011,0.013,-0.467
wine,FixMatch,0.937,0.953,0.919,0.014,0.017,-0.792
wine,FlexMatch,0.959,0.946,0.946,0.012,0.011,0.821
wine,SoftMatch,0.908,0.956,0.878,0.022,0.035,-0.374
letter,FT_Transformer,0.642,0.642,0.642,0.000,0.000,nan
letter,PseudoLabel,0.653,0.655,0.652,0.001,0.001,-0.400
letter,PiModel,0.624,0.635,0.620,0.003,0.005,-0.639
letter,ICT,0.659,0.659,0.659,0.000,0.000,nan
letter,UDA,0.622,0.622,0.622,0.000,0.000,nan
letter,FixMatch,0.633,0.670,0.609,0.018,0.028,-0.244
letter,FlexMatch,0.609,0.619,0.589,0.012,0.016,0.430
letter,SoftMatch,0.624,0.648,0.611,0.010,0.016,-0.283
covertype,FT_Transformer,0.581,0.581,0.581,0.000,0.000,nan
covertype,PseudoLabel,0.574,0.575,0.573,0.001,0.001,-0.131
covertype,PiModel,0.579,0.581,0.576,0.003,0.004,0.114
covertype,ICT,0.591,0.591,0.591,0.000,0.000,nan
covertype,UDA,0.579,0.577,0.577,0.002,0.002,0.870
covertype,FixMatch,0.587,0.584,0.584,0.002,0.002,0.484
covertype,FlexMatch,0.589,0.583,0.583,0.004,0.004,0.278
covertype,SoftMatch,0.568,0.583,0.561,0.007,0.009,-0.284
