iris,XGBClassifier,0.940,0.940,0.940,0.000,0.000,nan
iris,TSVM,0.973,0.983,0.960,0.015,0.018,-0.377
iris,SSGMM,0.835,0.867,0.803,0.033,0.042,0.042
iris,LabelPropagation,0.978,0.973,0.970,0.011,0.012,0.412
iris,LabelSpreading,0.977,0.973,0.967,0.012,0.013,0.438
iris,Tri_Training,0.959,0.977,0.950,0.009,0.012,-0.310
iris,Assemble,0.973,0.947,0.947,0.011,0.016,0.787
wine,XGBClassifier,0.872,0.872,0.872,0.000,0.000,nan
wine,TSVM,0.944,0.955,0.925,0.012,0.018,-0.680
wine,SSGMM,0.446,0.429,0.379,0.049,0.070,0.006
wine,LabelPropagation,0.928,0.944,0.909,0.017,0.016,-0.596
wine,LabelSpreading,0.927,0.939,0.899,0.020,0.024,0.037
wine,Tri_Training,0.952,0.965,0.936,0.012,0.012,-0.765
wine,Assemble,0.941,0.939,0.912,0.014,0.017,-0.604
letter,XGBClassifier,0.643,0.643,0.643,0.000,0.000,nan
letter,TSVM,0.624,0.650,0.607,0.012,0.012,-0.733
letter,SSGMM,0.276,0.334,0.245,0.022,0.029,-0.740
letter,LabelPropagation,0.524,0.629,0.486,0.029,0.037,-0.833
letter,LabelSpreading,0.588,0.653,0.563,0.020,0.025,-0.780
letter,Tri_Training,0.625,0.689,0.600,0.018,0.024,-0.851
letter,Assemble,0.644,0.646,0.641,0.003,0.003,0.037
