PseudoLabel,c,i,0.2,0.953333333,0.00942809
ICT,c,i,0.2,0.950666667,0.004988877
FixMatch,c,i,0.2,0.957333333,0.011469767
FlexMatch,c,i,0.2,0.958666667,0.006798693
Supervised,c,i,0.4,0.950666667,0.004988877
PiModel,c,i,0.4,0.950666667,0.008219219
UDA,c,i,0.4,0.948,0.011775681
PseudoLabel,c,i,0.4,0.953333333,0.00942809
ICT,c,i,0.4,0.952,0.006531973
FixMatch,c,i,0.4,0.952,0.01496663
FlexMatch,c,i,0.4,0.961333333,0.010498677
Supervised,c,i,0.6,0.952,0.005656854
PiModel,c,i,0.6,0.950666667,0.008219219
UDA,c,i,0.6,0.949333333,0.008219219
PseudoLabel,c,i,0.6,0.953333333,0.006798693
ICT,c,i,0.6,0.953333333,0.004988877
FixMatch,c,i,0.6,0.953333333,0.006798693
FlexMatch,c,i,0.6,0.957333333,0.004988877
Supervised,c,i,0.8,0.948,0.003265986
PiModel,c,i,0.8,0.950666667,0.008219219
UDA,c,i,0.8,0.950666667,0.009977753
PseudoLabel,c,i,0.8,0.953333333,0.006798693
ICT,c,i,0.8,0.948,0
FixMatch,c,i,0.8,0.949333333,0.009977753
FlexMatch,c,i,0.8,0.965333333,0.004988877
Supervised,c,i,1,0.949333333,0.004988877
PiModel,c,i,1,0.950666667,0.008219219
UDA,c,i,1,0.952,0.008640988
PseudoLabel,c,i,1,0.953333333,0.006798693
ICT,c,i,1,0.949333333,0.003771236
FixMatch,c,i,1,0.942666667,0.013597385
FlexMatch,c,i,1,0.953333333,0.004988877
Supervised,c,p,0,0.952,0.005656854
PiModel,c,p,0,0.950666667,0.008219219
UDA,c,p,0,0.948,0.008640988
PseudoLabel,c,p,0,0.956,0.008640988
ICT,c,p,0,0.954666667,0.004988877
FixMatch,c,p,0,0.954666667,0.011469767
FlexMatch,c,p,0,0.96,0.008640988
Supervised,c,p,0.2,0.952,0.003265986
PiModel,c,p,0.2,0.950666667,0.008219219
UDA,c,p,0.2,0.950666667,0.009977753
PseudoLabel,c,p,0.2,0.950666667,0.007542472
ICT,c,p,0.2,0.952,0.003265986
FixMatch,c,p,0.2,0.948,0.013063945
FlexMatch,c,p,0.2,0.958666667,0.014727148
Supervised,c,p,0.4,0.953333333,0.003771236
PiModel,c,p,0.4,0.950666667,0.008219219
UDA,c,p,0.4,0.948,0.011775681
PseudoLabel,c,p,0.4,0.950666667,0.007542472
ICT,c,p,0.4,0.952,0.003265986
FixMatch,c,p,0.4,0.949333333,0.011469767
FlexMatch,c,p,0.4,0.957333333,0.008219219
Supervised,c,p,0.6,0.950666667,0.004988877
PiModel,c,p,0.6,0.950666667,0.008219219
UDA,c,p,0.6,0.946666667,0.003771236
PseudoLabel,c,p,0.6,0.952,0.008640988
ICT,c,p,0.6,0.949333333,0.004988877
FixMatch,c,p,0.6,0.945333333,0.016110728
FlexMatch,c,p,0.6,0.950666667,0.006798693
Supervised,c,p,0.8,0.942666667,0.006798693
PiModel,c,p,0.8,0.950666667,0.008219219
UDA,c,p,0.8,0.938666667,0.007542472
PseudoLabel,c,p,0.8,0.950666667,0.013199327
ICT,c,p,0.8,0.946666667,0.004988877
FixMatch,c,p,0.8,0.944,0.006531973
FlexMatch,c,p,0.8,0.937333333,0.006798693
Supervised,c,p,1,0.946666667,0.001885618
PiModel,c,p,1,0.950666667,0.008219219
UDA,c,p,1,0.950666667,0.006798693
PseudoLabel,c,p,1,0.952,0.005656854
ICT,c,p,1,0.946666667,0.001885618
FixMatch,c,p,1,0.852,0.093352379
FlexMatch,c,p,1,0.944,0.016970563
SoftMatch,c,i,0,0.96,0.006531973
SoftMatch,c,i,0.2,0.949333333,0.01675974
SoftMatch,c,i,0.4,0.949333333,0.01798765
SoftMatch,c,i,0.6,0.936,0.021416505
SoftMatch,c,i,0.8,0.94,0.008640988
SoftMatch,c,i,1,0.912,0.017281975
